,GroupID,SessionID,LocationID,record_id,recording,start_time,end_time,latitude,longitude,Traffic,Other,Human,Natural,Pleasant,Eventful,pleasant,chaotic,vibrant,uneventful,calm,annoying,eventful,monotonous,overall,appropriateness,loudness,sss04,sss05,who01,who02,who03,who04,who05,WHO_sum,Age,Gender,occ00___1,occ00___2,occ00___3,occ00___4,occ00___5,occ00___6,occ00_other,edu00,eth00,eth00_other,misc00,misc01,misc03,misc03_other,use00,uni00,res00___1,res00___2,res00___3,res00___4,res00___5,res02,paper,language,Lockdown,FS_M0,FS_nrmse0,FS,FS_5,FS_10,FS_50,FS_90,FS_95,FS_Min,FS_Max,FS_5_FS_95,FS_10_FS_90,FS_Max_FS_Min,LAeq_M0,LAeq_nrmse0,LAeq,LAeq_5,LAeq_10,LAeq_50,LAeq_90,LAeq_95,LAeq_Min,LAeq_Max,LAeq_5_LAeq_95,LAeq_10_LAeq_90,LAeq_Max_LAeq_Min,N_M0,N_nrmse0,N_M1,N_nrmse1,N_M2,N_nrmse2,N_5,N_10,N_50,N_90,N_95,N_Min,N_Max,N_5_N_95,N_10_N_90,N_Max_N_Min,R_M0,R_nrmse0,R,R_5,R_10,R_50,R_90,R_95,R_Min,R_Max,R_5_R_95,R_10_R_90,R_Max_R_Min,S_M0,S_nrmse0,S_M1,S_nrmse1,S_M2,S_nrmse2,S,S_5,S_10,S_50,S_90,S_95,S_Min,S_Max,S_5_S_95,S_10_S_90,S_Max_S_Min,SIL_M0,SIL_nrmse0,SIL_5,SIL_10,SIL_50,SIL_90,SIL_95,SIL_Min,SIL_Max,SIL_5_SIL_95,SIL_10_SIL_90,SIL_Max_SIL_Min,T_M0,T_nrmse0,T_5,T_10,T_50,T_90,T_95,T_Min,T_Max,T_5_T_95,T_10_T_90,SpectralCentroid,MaxFreq,25,31,40,50,63,80,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,10000,12500,16000,20000,PeakSpectralCentroid,PeakMaxFreq,Peak_25,Peak_31,Peak_40,Peak_50,Peak_63,Peak_80,Peak_100,Peak_125,Peak_160,Peak_200,Peak_250,Peak_315,Peak_400,Peak_500,Peak_630,Peak_800,Peak_1000,Peak_1250,Peak_1600,Peak_2000,Peak_2500,Peak_3150,Peak_4000,Peak_5000,Peak_6300,Peak_8000,Peak_10000,Peak_12500,Peak_16000,Peak_20000,I_M0,I_nrmse0,I,I_5,I_10,I_50,I_90,I_95,I_Min,I_Max,I_5_I_95,I_10_I_90,I_Max_I_Min,LCeq_M0,LCeq_nrmse0,LCeq,LCeq_5,LCeq_10,LCeq_50,LCeq_90,LCeq_95,LCeq_Min,LCeq_Max,LCeq_5_LCeq_95,LCeq_10_LCeq_90,LCeq_Max_LCeq_Min,LZeq_M0,LZeq_nrmse0,LZeq,LZeq_5,LZeq_10,LZeq_50,LZeq_90,LZeq_95,LZeq_Min,LZeq_Max,LZeq_5_LZeq_95,LZeq_10_LZeq_90,LZeq_Max_LZeq_Min,THD_M0,THD_nrmse0,THD_5,THD_10,THD_50,THD_90,THD_95,THD_Min,THD_Max,THD_5_THD_95,THD_10_THD_90,THD_Max_THD_Min
1196,TM104,TateModern1,TateModern,654,12-12_4,2019-05-21 12:10,2019-05-21 12:16,51.508476,-0.100162,2,3,5,4,-0.116116524,0.676776695,4,5,4,2,1,3,5,3,4,3,3,2,4,1,1,3,0,3,32,50,2,0,0,0,0,0,1,,5,1,,,,2,,4,2,1,1,0,0,0,,1,English,1,-1.913127452,16.63827576,0.0476,0.106,0.0881,0.0403,0.0267,0.025,0.0181,0.141,0.081,0.0614,0.1229,-2.806116705,52774.3107,73.81,77.16,75.27,69.77,65.22,64.07,61.96,90.58,13.09,10.05,28.62,-2.881988545,13354990.16,-2.981156747,10.76672972,-1.149821208,940.2927122,32.8,28.9,21.2,16.9,16.2,14.1,67,16.6,12,52.9,-2.768364004,29.38486337,0.0376,0.0553,0.0491,0.0359,0.0271,0.0254,0.0134,0.134,0.0299,0.022,0.1206,-2.871044948,30.65172501,-2.952287231,16.65976358,-1.095629163,4.018978807,2.28,2.9,2.64,2.2,1.99,1.94,1.69,4.26,0.96,0.65,2.57,-2.821071131,31319.76632,69.23,66.72,61.38,57.14,56.14,53.76,80.26,13.09,9.58,26.5,-3.714582565,872381.9683,1.54,1.08,0.463,0.174,0.118,0,5.14,1.422,0.906,2246.35,25,70.7,68.98,67.63,65.3,63.82,61.16,59.01,56.37,55.66,53.61,54.4,56.4,60.34,62.6,69.18,65.54,64.51,61.37,59.55,57.04,53.63,57.14,51.12,45.89,43.24,39.19,38.05,36.74,31.78,22.22,2510.4,630,86.25,85.94,83.47,80.19,81.68,80.28,73.97,74.04,72.31,65.29,66.06,69.82,73.98,79.33,91.67,83.58,82.52,80.45,74.59,73.5,71.4,76.35,68.27,63.61,62.82,54.76,55.25,54.87,50.85,38.42,-1.856032338,17.69663952,0.505,0.895,0.756,0.444,0.353,0.33,0.242,1.26,0.565,0.403,1.018,-2.364108587,850.3767801,77.75,82.41,80.16,75.64,71.77,71.25,69,92.1,11.16,8.39,23.1,-2.658645311,69197.37397,84.08,89.53,87.78,81.79,74.79,73.57,71.21,95.85,15.96,12.99,24.64,-0.681905402,3.350317599,2.83,1.84,-0.09,-2.16,-2.73,-11.35,6.46,5.56,4,17.81
1197,TM106,TateModern1,TateModern,670,12-22_6,2019-05-21 12:20,2019-05-21 12:26,51.508476,-0.100162,4,3,1,1,0.073223305,-0.073223305,4,2,3,3,3,4,3,3,3,2,3,4,5,5,4,4,4,3,80,38,1,1,0,0,0,0,0,,1,4,,,,1,,1,1,1,1,0,0,0,,1,English,1,-2.17579616,17.69724887,0.0417,0.167,0.0851,0.0282,0.0115,0.01,0.00798,0.236,0.157,0.0736,0.22802,-2.594800706,2676.542507,66.37,72.24,69.43,63.49,61,60.63,59.67,78.39,11.61,8.43,18.72,-2.881351998,3055152.391,-3.003413254,11.03857895,-0.844338814,30.18471316,24.1,21.1,16.5,14.8,14.5,13.2,35.4,9.6,6.3,22.2,-2.154034152,26.69174849,0.0337,0.0463,0.0415,0.0321,0.0252,0.0237,0.018,0.179,0.0226,0.0163,0.161,-2.980781047,92.82836302,-3.116343869,16.39690818,-1.149103498,5.134149485,1.9,2.27,2.15,1.88,1.65,1.62,1.48,3.34,0.65,0.5,1.86,-2.384701352,258.0369861,63.22,60.86,55.35,52.97,52.55,51,67.58,10.67,7.89,16.58,-3.397817341,643.2646561,0.638,0.528,0.206,0.0769,0.0583,0,1.48,0.5797,0.4511,2254.86,40,64.02,63.97,64.13,63.55,62.82,61.26,57.4,57.52,60.82,55,56.71,57.51,56.65,60.18,60.38,59.14,55.79,53.3,52.55,50.55,47.59,44.74,44.26,40.92,39.05,38.47,37.38,35.33,31.51,23.15,2617.36,500,76.77,75.93,75.7,74.14,72.73,70.36,65.35,67.09,68.77,69.46,71.62,72.97,69.79,80.1,78.91,74.44,75.4,69.93,66.44,67.22,60.03,59.5,56.52,58.99,55.8,56.52,57.62,55.1,46.82,42.85,-2.217248778,22.09476309,0.506,0.957,0.834,0.43,0.312,0.294,0.254,1.61,0.663,0.522,1.356,-2.153943171,20.97872251,72.84,76.13,74.7,72.1,70.32,69.88,68.61,81.34,6.25,4.38,12.73,-2.339559115,294.3254472,76.89,81.62,80.32,74.72,72.8,72.42,70.22,86.65,9.2,7.52,16.43,-0.326330593,3.762342085,3.94,3.09,0.42,-1.36,-2.29,-6.42,6.1,6.23,4.45,12.52
1198,TM107,TateModern1,TateModern,633,12-27_1,2019-05-21 12:24,2019-05-21 12:28,51.508476,-0.100162,3,3,4,2,0.176776695,0.823223305,4,4,5,1,1,3,4,1,4,4,4,5,5,2,2,3,2,3,48,31,2,1,0,0,0,0,0,,7,2,,,,1,,4,3,1,1,0,0,0,,0,English,1,-2.090436417,20.72150173,0.0201,0.033,0.0285,0.0201,0.0108,0.00883,0.00761,0.0418,0.02417,0.0177,0.03419,-2.237349826,29.8741209,64.34,67.26,66.13,63.16,60.81,60.46,59.16,75.23,6.8,5.32,16.07,-2.695728269,95496.19084,-2.807668932,11.18039957,-1.245943632,191.017006,21.3,20,16.6,14.5,14.2,12.4,27.2,7.1,5.5,14.8,-2.127961181,26.52691481,0.0337,0.0494,0.0431,0.0323,0.0246,0.0229,0.0154,0.134,0.0265,0.0185,0.1186,-2.939038758,34.05369388,-3.062169417,16.9267874,-0.846282675,5.315025349,1.83,2.17,2.05,1.8,1.62,1.58,1.47,2.41,0.59,0.43,0.94,-2.199093354,19.57200728,59.43,58.4,55.18,52.57,51.96,50.78,61.95,7.47,5.83,11.17,-3.392384869,902.0516035,0.738,0.59,0.235,0.0775,0.0568,0,2.13,0.6812,0.5125,2062.55,80,60,61.03,62.09,63.1,62.79,64.5,62.64,57.88,58.4,56.62,55.62,55.66,56.01,56.35,58.31,56.7,54.64,53.18,51.03,48.86,46.38,45.06,43.29,36.58,34.41,32.91,31.06,30.22,27.01,18.17,2415.06,630,68.58,69.26,69.44,69.99,70.67,74.84,71.94,66.11,66.08,65.6,62.7,65.74,66.44,73.73,76.45,70.42,67.8,71.7,63.68,61.16,57.1,57.59,55.27,48.57,47.09,44.6,44.67,42.76,42.56,35.71,-1.905605198,19.46697145,0.446,0.619,0.571,0.429,0.339,0.32,0.206,0.884,0.299,0.232,0.678,-2.017895806,10.67478064,71.98,74.35,73.61,71.57,69.84,69.48,68.52,78.24,4.87,3.77,9.72,-1.950235447,10.06766791,73.28,75.35,74.79,72.96,71.49,71.08,69.93,78.5,4.27,3.3,8.57,-0.267450643,2.853696214,4.54,3.84,1.6,-0.83,-1.41,-4.17,6.57,5.95,4.67,10.74
1199,TM107,TateModern1,TateModern,634,12-27_1,2019-05-21 12:24,2019-05-21 12:29,51.508476,-0.100162,2,2,5,2,0.530330086,0.426776695,5,4,4,2,4,2,4,1,3,4,3,4,4,3,2,1,1,1,32,25,2,1,0,0,0,0,0,,5,5,,,,1,,4,3,1,1,0,0,0,,0,English,1,-2.090436417,20.72150173,0.0201,0.033,0.0285,0.0201,0.0108,0.00883,0.00761,0.0418,0.02417,0.0177,0.03419,-2.237349826,29.8741209,64.34,67.26,66.13,63.16,60.81,60.46,59.16,75.23,6.8,5.32,16.07,-2.695728269,95496.19084,-2.807668932,11.18039957,-1.245943632,191.017006,21.3,20,16.6,14.5,14.2,12.4,27.2,7.1,5.5,14.8,-2.127961181,26.52691481,0.0337,0.0494,0.0431,0.0323,0.0246,0.0229,0.0154,0.134,0.0265,0.0185,0.1186,-2.939038758,34.05369388,-3.062169417,16.9267874,-0.846282675,5.315025349,1.83,2.17,2.05,1.8,1.62,1.58,1.47,2.41,0.59,0.43,0.94,-2.199093354,19.57200728,59.43,58.4,55.18,52.57,51.96,50.78,61.95,7.47,5.83,11.17,-3.392384869,902.0516035,0.738,0.59,0.235,0.0775,0.0568,0,2.13,0.6812,0.5125,2062.55,80,60,61.03,62.09,63.1,62.79,64.5,62.64,57.88,58.4,56.62,55.62,55.66,56.01,56.35,58.31,56.7,54.64,53.18,51.03,48.86,46.38,45.06,43.29,36.58,34.41,32.91,31.06,30.22,27.01,18.17,2415.06,630,68.58,69.26,69.44,69.99,70.67,74.84,71.94,66.11,66.08,65.6,62.7,65.74,66.44,73.73,76.45,70.42,67.8,71.7,63.68,61.16,57.1,57.59,55.27,48.57,47.09,44.6,44.67,42.76,42.56,35.71,-1.905605198,19.46697145,0.446,0.619,0.571,0.429,0.339,0.32,0.206,0.884,0.299,0.232,0.678,-2.017895806,10.67478064,71.98,74.35,73.61,71.57,69.84,69.48,68.52,78.24,4.87,3.77,9.72,-1.950235447,10.06766791,73.28,75.35,74.79,72.96,71.49,71.08,69.93,78.5,4.27,3.3,8.57,-0.267450643,2.853696214,4.54,3.84,1.6,-0.83,-1.41,-4.17,6.57,5.95,4.67,10.74
1200,TM107,TateModern1,TateModern,656,12-27_1,2019-05-21 12:24,2019-05-21 12:28,51.508476,-0.100162,2,2,5,2,0.383883476,0.530330086,4,3,4,1,2,1,4,2,4,4,3,4,4,4,4,4,3,4,76,26,2,1,0,0,0,0,0,,7,1,,,,1,,4,3,1,1,0,0,0,,1,English,1,-2.090436417,20.72150173,0.0201,0.033,0.0285,0.0201,0.0108,0.00883,0.00761,0.0418,0.02417,0.0177,0.03419,-2.237349826,29.8741209,64.34,67.26,66.13,63.16,60.81,60.46,59.16,75.23,6.8,5.32,16.07,-2.695728269,95496.19084,-2.807668932,11.18039957,-1.245943632,191.017006,21.3,20,16.6,14.5,14.2,12.4,27.2,7.1,5.5,14.8,-2.127961181,26.52691481,0.0337,0.0494,0.0431,0.0323,0.0246,0.0229,0.0154,0.134,0.0265,0.0185,0.1186,-2.939038758,34.05369388,-3.062169417,16.9267874,-0.846282675,5.315025349,1.83,2.17,2.05,1.8,1.62,1.58,1.47,2.41,0.59,0.43,0.94,-2.199093354,19.57200728,59.43,58.4,55.18,52.57,51.96,50.78,61.95,7.47,5.83,11.17,-3.392384869,902.0516035,0.738,0.59,0.235,0.0775,0.0568,0,2.13,0.6812,0.5125,2062.55,80,60,61.03,62.09,63.1,62.79,64.5,62.64,57.88,58.4,56.62,55.62,55.66,56.01,56.35,58.31,56.7,54.64,53.18,51.03,48.86,46.38,45.06,43.29,36.58,34.41,32.91,31.06,30.22,27.01,18.17,2415.06,630,68.58,69.26,69.44,69.99,70.67,74.84,71.94,66.11,66.08,65.6,62.7,65.74,66.44,73.73,76.45,70.42,67.8,71.7,63.68,61.16,57.1,57.59,55.27,48.57,47.09,44.6,44.67,42.76,42.56,35.71,-1.905605198,19.46697145,0.446,0.619,0.571,0.429,0.339,0.32,0.206,0.884,0.299,0.232,0.678,-2.017895806,10.67478064,71.98,74.35,73.61,71.57,69.84,69.48,68.52,78.24,4.87,3.77,9.72,-1.950235447,10.06766791,73.28,75.35,74.79,72.96,71.49,71.08,69.93,78.5,4.27,3.3,8.57,-0.267450643,2.853696214,4.54,3.84,1.6,-0.83,-1.41,-4.17,6.57,5.95,4.67,10.74
1201,TM107,TateModern1,TateModern,657,12-27_1,2019-05-21 17:04,2019-05-21 12:28,51.508476,-0.100162,3,1,5,3,0.603553391,0.560660172,4,3,4,1,4,1,5,1,4,3,4,5,5,5,4,5,4,4,88,24,2,1,0,0,0,0,0,,5,1,,,,1,,4,3,1,1,0,0,0,sitting on the grass,1,English,1,-2.090436417,20.72150173,0.0201,0.033,0.0285,0.0201,0.0108,0.00883,0.00761,0.0418,0.02417,0.0177,0.03419,-2.237349826,29.8741209,64.34,67.26,66.13,63.16,60.81,60.46,59.16,75.23,6.8,5.32,16.07,-2.695728269,95496.19084,-2.807668932,11.18039957,-1.245943632,191.017006,21.3,20,16.6,14.5,14.2,12.4,27.2,7.1,5.5,14.8,-2.127961181,26.52691481,0.0337,0.0494,0.0431,0.0323,0.0246,0.0229,0.0154,0.134,0.0265,0.0185,0.1186,-2.939038758,34.05369388,-3.062169417,16.9267874,-0.846282675,5.315025349,1.83,2.17,2.05,1.8,1.62,1.58,1.47,2.41,0.59,0.43,0.94,-2.199093354,19.57200728,59.43,58.4,55.18,52.57,51.96,50.78,61.95,7.47,5.83,11.17,-3.392384869,902.0516035,0.738,0.59,0.235,0.0775,0.0568,0,2.13,0.6812,0.5125,2062.55,80,60,61.03,62.09,63.1,62.79,64.5,62.64,57.88,58.4,56.62,55.62,55.66,56.01,56.35,58.31,56.7,54.64,53.18,51.03,48.86,46.38,45.06,43.29,36.58,34.41,32.91,31.06,30.22,27.01,18.17,2415.06,630,68.58,69.26,69.44,69.99,70.67,74.84,71.94,66.11,66.08,65.6,62.7,65.74,66.44,73.73,76.45,70.42,67.8,71.7,63.68,61.16,57.1,57.59,55.27,48.57,47.09,44.6,44.67,42.76,42.56,35.71,-1.905605198,19.46697145,0.446,0.619,0.571,0.429,0.339,0.32,0.206,0.884,0.299,0.232,0.678,-2.017895806,10.67478064,71.98,74.35,73.61,71.57,69.84,69.48,68.52,78.24,4.87,3.77,9.72,-1.950235447,10.06766791,73.28,75.35,74.79,72.96,71.49,71.08,69.93,78.5,4.27,3.3,8.57,-0.267450643,2.853696214,4.54,3.84,1.6,-0.83,-1.41,-4.17,6.57,5.95,4.67,10.74
1202,TM108,TateModern1,TateModern,669,12-33_2,2019-05-21 12:30,2019-05-21 12:35,51.508476,-0.100162,2,2,4,4,0.5,0,4,2,4,3,4,2,3,2,4,4,3,4,4,2,2,2,2,2,40,44,1,1,0,0,0,0,0,,2,1,,,,1,,3,1,1,1,0,0,0,,1,English,1,-2.213768033,20.54143537,0.02,0.0452,0.0361,0.0151,0.00976,0.00869,0.00707,0.0668,0.03651,0.02634,0.05973,-2.633060886,2198.729794,65.64,69.19,68.25,64.7,62.63,62.11,61.04,72.72,7.08,5.62,11.68,-2.68700826,189088.9114,-2.808013912,11.14601847,-0.647314851,27.47262833,22.2,20.9,18.1,16.3,15.9,13.9,26.7,6.3,4.6,12.8,-2.067837637,25.17195221,0.0371,0.0513,0.0467,0.0341,0.0271,0.0256,0.0178,0.436,0.0257,0.0196,0.4182,-2.8184294,20.89842042,-2.910096421,17.06153791,-0.822221088,5.023206041,1.98,2.33,2.23,1.96,1.77,1.7,1.49,2.8,0.63,0.46,1.31,-2.619693003,862.5874592,60.52,59.57,56.56,54.76,54.22,52.15,63.52,6.3,4.81,11.37,-3.729069228,90623.25466,0.78,0.545,0.139,0.0243,0.0142,0,1.91,0.7658,0.5207,2107.09,50,62.96,64.64,66.5,66.82,64.75,60.82,60.55,57.86,58.64,57.47,56.47,57.67,57.38,58.29,59.89,58.33,55.42,54.11,52.4,48.29,47.72,47.1,44.65,39.64,37.01,35.84,33.18,31.7,28.36,19.06,2445.17,25,77.89,75.81,73.79,75.18,72.93,68.49,69.14,66.35,68.03,70.24,66.16,69.35,67.42,70.06,73.5,74.29,68.48,70.69,69.24,59.18,59.62,61.39,57.32,51.38,48.26,51.66,47.3,49.2,43.69,34.23,-2.460653536,24.69494228,0.375,0.535,0.468,0.356,0.298,0.286,0.218,0.772,0.249,0.17,0.554,-1.997076993,11.19467419,73.4,74.96,74.57,73.2,72.12,71.85,70.65,77.53,3.11,2.45,6.88,-2.171508506,79.158403,76.87,80.39,79.14,75.99,74.36,74.09,72.76,85.12,6.3,4.78,12.36,-0.055873,3.079054861,3.5,2.87,0.64,-1.58,-2.33,-6.09,5.44,5.83,4.45,11.53
1203,TM109,TateModern1,TateModern,635,12-40_3,2019-05-21 12:33,2019-05-21 12:42,51.508476,-0.100162,1,2,4,2,0.530330086,0.383883476,4,2,3,1,3,1,4,1,4,4,3,3,4,4,3,3,4,5,76,33,2,1,0,0,0,0,0,,7,1,,,,1,,1,3,1,1,0,0,0,Sitting on the grass,0,English,1,-2.171003568,20.15311725,0.0323,0.0463,0.0426,0.0305,0.0231,0.0218,0.0179,0.0534,0.0245,0.0195,0.0355,-2.710566752,2332.110157,67.85,71.57,69.79,66.97,64.18,63.47,61.24,77.05,8.1,5.61,15.81,-2.81058086,566503.0631,-2.930116152,11.16615602,-0.668449164,9.622265542,24.5,23.2,20,17.2,16.4,14.1,31.7,8.1,6,17.6,-2.413077495,28.33692744,0.0337,0.0474,0.0435,0.0322,0.0249,0.0232,0.018,0.127,0.0242,0.0186,0.109,-2.980734043,30.09674456,-3.089919176,17.26035747,-0.541479768,4.739533325,2.12,2.51,2.41,2.09,1.88,1.84,1.64,2.99,0.67,0.53,1.35,-2.600607239,386.9784629,62.76,61.79,59.32,56.64,56.02,53.3,65.6,6.74,5.15,12.3,-2.484913201,13.6152981,1.17,0.895,0.386,0.167,0.121,0,2.59,1.049,0.728,2074.96,50,62.76,62.76,63.32,64.1,63.31,57.74,56.62,56.92,58.24,57.97,57.95,55.03,57.95,59.24,60.32,60.39,59.95,55.45,53.45,51.62,51.12,49.72,47.64,41.27,39.23,36.67,34.48,30.49,25.54,15.64,2441.24,1000,73.6,74.03,73.06,73.44,72.31,67.89,64.43,64.57,65.37,67.15,67.38,63.88,69.68,73.62,77.07,75.86,80.4,67.06,67.13,66.13,67.86,61.96,58.56,55.04,52.49,48.47,52.85,45.99,40.59,33.56,-2.203108251,23.32862566,0.38,0.521,0.477,0.374,0.288,0.273,0.223,0.927,0.248,0.189,0.704,-2.157173404,15.00976686,72.74,75.22,74.33,72.32,70.92,70.49,68.7,78.31,4.73,3.41,9.61,-2.277340502,112.4222945,75.56,78.58,77.79,74.82,72.91,72.46,70.94,82.46,6.12,4.88,11.52,-0.382190526,2.921141944,4.24,3.5,0.95,-0.59,-0.92,-2.99,7.79,5.16,4.09,10.78
1204,TM109,TateModern1,TateModern,658,12-40_3,2019-05-21 12:33,2019-05-21 12:42,51.508476,-0.100162,2,4,5,1,-0.073223305,0.426776695,4,4,3,2,2,4,4,2,4,3,4,4,4,3,1,3,2,1,40,32,2,1,0,0,0,0,0,,6,1,,,,1,,1,3,1,1,0,0,0,Sitting on the grass,1,English,1,-2.171003568,20.15311725,0.0323,0.0463,0.0426,0.0305,0.0231,0.0218,0.0179,0.0534,0.0245,0.0195,0.0355,-2.710566752,2332.110157,67.85,71.57,69.79,66.97,64.18,63.47,61.24,77.05,8.1,5.61,15.81,-2.81058086,566503.0631,-2.930116152,11.16615602,-0.668449164,9.622265542,24.5,23.2,20,17.2,16.4,14.1,31.7,8.1,6,17.6,-2.413077495,28.33692744,0.0337,0.0474,0.0435,0.0322,0.0249,0.0232,0.018,0.127,0.0242,0.0186,0.109,-2.980734043,30.09674456,-3.089919176,17.26035747,-0.541479768,4.739533325,2.12,2.51,2.41,2.09,1.88,1.84,1.64,2.99,0.67,0.53,1.35,-2.600607239,386.9784629,62.76,61.79,59.32,56.64,56.02,53.3,65.6,6.74,5.15,12.3,-2.484913201,13.6152981,1.17,0.895,0.386,0.167,0.121,0,2.59,1.049,0.728,2074.96,50,62.76,62.76,63.32,64.1,63.31,57.74,56.62,56.92,58.24,57.97,57.95,55.03,57.95,59.24,60.32,60.39,59.95,55.45,53.45,51.62,51.12,49.72,47.64,41.27,39.23,36.67,34.48,30.49,25.54,15.64,2441.24,1000,73.6,74.03,73.06,73.44,72.31,67.89,64.43,64.57,65.37,67.15,67.38,63.88,69.68,73.62,77.07,75.86,80.4,67.06,67.13,66.13,67.86,61.96,58.56,55.04,52.49,48.47,52.85,45.99,40.59,33.56,-2.203108251,23.32862566,0.38,0.521,0.477,0.374,0.288,0.273,0.223,0.927,0.248,0.189,0.704,-2.157173404,15.00976686,72.74,75.22,74.33,72.32,70.92,70.49,68.7,78.31,4.73,3.41,9.61,-2.277340502,112.4222945,75.56,78.58,77.79,74.82,72.91,72.46,70.94,82.46,6.12,4.88,11.52,-0.382190526,2.921141944,4.24,3.5,0.95,-0.59,-0.92,-2.99,7.79,5.16,4.09,10.78
1205,TM109,TateModern1,TateModern,659,12-40_3,2019-05-21 12:33,2019-05-21 12:42,51.508476,-0.100162,2,1,4,2,0.603553391,0.207106781,5,2,4,2,4,2,4,2,3,4,3,3,3,1,2,3,4,4,56,37,2,1,0,0,0,0,0,,5,1,,,,1,,1,3,1,1,0,0,0,sitting on the grass,1,English,1,-2.171003568,20.15311725,0.0323,0.0463,0.0426,0.0305,0.0231,0.0218,0.0179,0.0534,0.0245,0.0195,0.0355,-2.710566752,2332.110157,67.85,71.57,69.79,66.97,64.18,63.47,61.24,77.05,8.1,5.61,15.81,-2.81058086,566503.0631,-2.930116152,11.16615602,-0.668449164,9.622265542,24.5,23.2,20,17.2,16.4,14.1,31.7,8.1,6,17.6,-2.413077495,28.33692744,0.0337,0.0474,0.0435,0.0322,0.0249,0.0232,0.018,0.127,0.0242,0.0186,0.109,-2.980734043,30.09674456,-3.089919176,17.26035747,-0.541479768,4.739533325,2.12,2.51,2.41,2.09,1.88,1.84,1.64,2.99,0.67,0.53,1.35,-2.600607239,386.9784629,62.76,61.79,59.32,56.64,56.02,53.3,65.6,6.74,5.15,12.3,-2.484913201,13.6152981,1.17,0.895,0.386,0.167,0.121,0,2.59,1.049,0.728,2074.96,50,62.76,62.76,63.32,64.1,63.31,57.74,56.62,56.92,58.24,57.97,57.95,55.03,57.95,59.24,60.32,60.39,59.95,55.45,53.45,51.62,51.12,49.72,47.64,41.27,39.23,36.67,34.48,30.49,25.54,15.64,2441.24,1000,73.6,74.03,73.06,73.44,72.31,67.89,64.43,64.57,65.37,67.15,67.38,63.88,69.68,73.62,77.07,75.86,80.4,67.06,67.13,66.13,67.86,61.96,58.56,55.04,52.49,48.47,52.85,45.99,40.59,33.56,-2.203108251,23.32862566,0.38,0.521,0.477,0.374,0.288,0.273,0.223,0.927,0.248,0.189,0.704,-2.157173404,15.00976686,72.74,75.22,74.33,72.32,70.92,70.49,68.7,78.31,4.73,3.41,9.61,-2.277340502,112.4222945,75.56,78.58,77.79,74.82,72.91,72.46,70.94,82.46,6.12,4.88,11.52,-0.382190526,2.921141944,4.24,3.5,0.95,-0.59,-0.92,-2.99,7.79,5.16,4.09,10.78
1206,TM110,TateModern1,TateModern,636,12-54_5,2019-05-21 12:33,2019-05-21 12:55,51.508476,-0.100162,3,2,4,1,0.310660172,0.146446609,5,4,3,3,3,2,3,2,5,1,3,2,2,5,5,3,5,5,92,35,2,1,0,0,0,0,0,,4,3,,,,1,,4,2,1,1,0,0,0,,0,English,1,-1.949467716,19.00159977,0.021,0.0451,0.0405,0.018,0.0108,0.00985,0.00933,0.0526,0.03525,0.0297,0.04327,-2.568788217,929.3902942,64.33,68.39,66.56,62.98,60.99,60.63,59.71,74.21,7.76,5.57,14.5,-2.74653786,282319.2291,-2.864110015,11.20800503,-0.601569753,12.36454053,20.3,18.7,15.8,14.2,13.9,12.5,32.4,6.4,4.5,19.9,-2.342578076,27.60423841,0.0371,0.0501,0.0443,0.0333,0.0264,0.0247,0.0177,0.307,0.0254,0.0179,0.2893,-2.510734795,16.18139316,-2.595499997,16.08989853,-0.630936065,5.457998442,1.84,2.15,2.04,1.82,1.66,1.62,1.47,2.8,0.53,0.38,1.33,-2.529063099,451.3097864,59.69,58.07,55.09,53.1,52.66,51.25,66.29,7.03,4.97,15.04,-3.738904971,62063.89264,0.824,0.684,0.205,0.0665,0.0481,0,2.04,0.7759,0.6175,2148.74,25,66.55,65.79,65.11,64.25,64.01,59.64,56.25,55.88,55.54,53.86,54.91,57.03,56.08,56.83,58.61,56.95,54.01,52.74,51.05,51.12,46.26,44.71,42.64,36.56,33.48,32.94,31.46,30.98,30.27,22.52,2537,25,84.24,83.2,82.17,81.14,80.99,76.59,73.7,71.8,68,68.58,65.45,72.56,66.08,71.23,73.12,72.35,67.18,67.75,65,71.39,57.5,58.8,58.46,55.59,45.78,48.45,48.69,48.75,52.82,45.17,-3.032442937,26.09012752,0.495,0.815,0.701,0.46,0.356,0.339,0.282,1.06,0.476,0.345,0.778,-1.928735379,15.23107087,72.73,75.23,74.32,71.42,69.93,69.51,68.32,85.36,5.72,4.39,17.04,-1.992419583,65.33577089,78.34,82.45,80.9,75.49,72.21,71.65,70.16,93.83,10.8,8.69,23.67,-0.45543423,2.934930077,2.89,2.07,-0.06,-2.37,-2.93,-6.46,6.05,5.82,4.44,12.51
